industry,stockID,ticker,name,link
Bank,17,DHAKABANK,Dhaka Bank Limited,http://lankabd.com/dse/stock-market/DHAKABANK/dhaka-bank-limited/financial-statements?companyId=17&stockId=17
Food & Allied,94,GEMINISEA,Gemini Sea Food Limited,http://lankabd.com/dse/stock-market/GEMINISEA/gemini-sea-food-limited/financial-statements?companyId=94&stockId=94
Textile,587,PTL,Paramount Textile Limited,http://lankabd.com/dse/stock-market/PTL/paramount-textile-limited/financial-statements?companyId=328&stockId=587
Food & Allied,96,MEGHNAPET,Meghna Pet Industries Limited,http://lankabd.com/dse/stock-market/MEGHNAPET/meghna-pet-industries-limited/financial-statements?companyId=96&stockId=96
Textile,178,RAHIMTEXT,Rahim Textile Mills Limited,http://lankabd.com/dse/stock-market/RAHIMTEXT/rahim-textile-mills-limited/financial-statements?companyId=178&stockId=178
Pharmaceuticals & Chemicals,136,BXPHARMA,BEXIMCO Pharma,http://lankabd.com/dse/stock-market/BXPHARMA/beximco-pharma-/financial-statements?companyId=136&stockId=136
Bank,19,EBL,Eastern Bank Limited,http://lankabd.com/dse/stock-market/EBL/eastern-bank-limited/financial-statements?companyId=19&stockId=19
Insurance,226,RUPALILIFE,Rupali Life Insurance Company Limited,http://lankabd.com/dse/stock-market/RUPALILIFE/rupali-life-insurance-company-limited/financial-statements?companyId=226&stockId=226
Fuel & Power,284,GBBPOWER,GBB Power Limited,http://lankabd.com/dse/stock-market/GBBPOWER/gbb-power-limited/financial-statements?companyId=289&stockId=284
Textile,163,ANLIMAYARN,Anlima Yarn Dyeing Limited,http://lankabd.com/dse/stock-market/ANLIMAYARN/anlima-yarn-dyeing-limited/financial-statements?companyId=163&stockId=163
Bank,30,ONEBANKLTD,One Bank Limited,http://lankabd.com/dse/stock-market/ONEBANKLTD/one-bank-limited/financial-statements?companyId=30&stockId=30
Insurance,231,UNITEDINS,United Insurance Company Ltd.,http://lankabd.com/dse/stock-market/UNITEDINS/united-insurance-company-ltd./financial-statements?companyId=231&stockId=231
Insurance,197,EASTERNINS,Eastern Insurance Company Ltd.,http://lankabd.com/dse/stock-market/EASTERNINS/eastern-insurance-company-ltd./financial-statements?companyId=197&stockId=197
Fuel & Power,106,JAMUNAOIL,Jamuna Oil Company Limited,http://lankabd.com/dse/stock-market/JAMUNAOIL/jamuna-oil-company-limited/financial-statements?companyId=106&stockId=106
Miscellaneous,124,BSC,Bangladesh Shipping Corporation,http://lankabd.com/dse/stock-market/BSC/bangladesh-shipping-corporation/financial-statements?companyId=124&stockId=124
Financial Institutions,85,UTTARAFIN,Uttara Finance Limited,http://lankabd.com/dse/stock-market/UTTARAFIN/uttara-finance-limited/financial-statements?companyId=85&stockId=85
Pharmaceuticals & Chemicals,141,KEYACOSMET,Keya Cosmetics Limited,http://lankabd.com/dse/stock-market/KEYACOSMET/keya-cosmetics-limited/financial-statements?companyId=141&stockId=141
IT Sector,297,AAMRATECH,Aamra Technologies Limited,http://lankabd.com/dse/stock-market/AAMRATECH/aamra-technologies-limited/financial-statements?companyId=312&stockId=297
Financial Institutions,66,BDFINANCE,Bangladesh Finance and Investment Company Limited,http://lankabd.com/dse/stock-market/BDFINANCE/bangladesh-finance-and-investment-company-limited/financial-statements?companyId=66&stockId=66
Paper & Printing,130,HAKKANIPUL,Hakkani Pulp & Paper Mills Limited,http://lankabd.com/dse/stock-market/HAKKANIPUL/hakkani-pulp-&-paper-mills-limited/financial-statements?companyId=130&stockId=130
Mutual Funds,266,PHPMF1,PHP First Mutual Fund,http://lankabd.com/dse/stock-market/PHPMF1/php-first-mutual-fund/financial-statements?companyId=266&stockId=266
Fuel & Power,105,EASTRNLUB,Eastern Lubricants Blenders Limited,http://lankabd.com/dse/stock-market/EASTRNLUB/eastern-lubricants-blenders-limited/financial-statements?companyId=105&stockId=105
Pharmaceuticals & Chemicals,609,WATACHEM,Wata Chemicals Ltd,http://lankabd.com/dse/stock-market/WATACHEM/wata-chemicals-ltd/financial-statements?companyId=343&stockId=609
Textile,637,SIMTEX,Simtex Industries Ltd.,http://lankabd.com/dse/stock-market/SIMTEX/simtex-industries-ltd./financial-statements?companyId=362&stockId=637
Textile,638,REGENTTEX,Regent Textile Mills Limited,http://lankabd.com/dse/stock-market/REGENTTEX/regent-textile-mills-limited/financial-statements?companyId=363&stockId=638
Textile,629,ZAHEENSPIN,Zaheen Spinning Limited,http://lankabd.com/dse/stock-market/ZAHEENSPIN/zaheen-spinning-limited/financial-statements?companyId=353&stockId=629
Engineering,647,YPL,Yeakin Polymer Limited,http://lankabd.com/dse/stock-market/YPL/yeakin-polymer-limited/financial-statements?companyId=371&stockId=647
Fuel & Power,643,DOREENPWR,Doreen Power Generations and Systems Limited,http://lankabd.com/dse/stock-market/DOREENPWR/doreen-power-generations-and-systems-limited/financial-statements?companyId=368&stockId=643
Bank,15,BRACBANK,BRAC Bank Limited,http://lankabd.com/dse/stock-market/BRACBANK/brac-bank-limited/financial-statements?companyId=15&stockId=15
Insurance,224,REPUBLIC,Republic Insurance Company Limited,http://lankabd.com/dse/stock-market/REPUBLIC/republic-insurance-company-limited/financial-statements?companyId=224&stockId=224
Miscellaneous,125,GQBALLPEN,GQ Ball Pen Industries Limited,http://lankabd.com/dse/stock-market/GQBALLPEN/gq-ball-pen-industries-limited/financial-statements?companyId=125&stockId=125
Engineering,619,SHURWID,Shurwid Industries Limited,http://lankabd.com/dse/stock-market/SHURWID/shurwid-industries-limited/financial-statements?companyId=347&stockId=619
Financial Institutions,79,PHOENIXFIN,Phoenix Finance and Investments Limited,http://lankabd.com/dse/stock-market/PHOENIXFIN/phoenix-finance-and-investments-limited/financial-statements?companyId=79&stockId=79
Insurance,204,JANATAINS,Janata Insurance Company Ltd.,http://lankabd.com/dse/stock-market/JANATAINS/janata-insurance-company-ltd./financial-statements?companyId=204&stockId=204
IT Sector,113,AGNISYSL,Agni Systems Limited,http://lankabd.com/dse/stock-market/AGNISYSL/agni-systems-limited/financial-statements?companyId=113&stockId=113
Engineering,622,WMSHIPYARD,Western Marine Shipyard Limited,http://lankabd.com/dse/stock-market/WMSHIPYARD/western-marine-shipyard-limited/financial-statements?companyId=345&stockId=622
Mutual Funds,294,ABB1STMF,AB BANK 1ST MUTUAL FUND,http://lankabd.com/dse/stock-market/ABB1STMF/ab-bank-1st-mutual-fund/financial-statements?companyId=310&stockId=294
Bank,21,FIRSTSBANK,First Security Islami Bank Limited,http://lankabd.com/dse/stock-market/FIRSTSBANK/first-security-islami-bank-limited/financial-statements?companyId=21&stockId=21
Textile,300,GENNEXT,Generation Next Fashions Limited,http://lankabd.com/dse/stock-market/GENNEXT/generation-next-fashions-limited/financial-statements?companyId=313&stockId=300
Insurance,200,FEDERALINS,Federal Insurance Company Limited,http://lankabd.com/dse/stock-market/FEDERALINS/federal-insurance-company-limited/financial-statements?companyId=200&stockId=200
Financial Institutions,80,PLFSL,Peoples Leasing and Financial Services Limited,http://lankabd.com/dse/stock-market/PLFSL/peoples-leasing-and-financial-services-limited/financial-statements?companyId=80&stockId=80
Bank,35,SHAHJABANK,Shahjalal Islami Bank Limited,http://lankabd.com/dse/stock-market/SHAHJABANK/shahjalal-islami-bank-limited/financial-statements?companyId=35&stockId=35
Engineering,52,GOLDENSON,Golden Son Limited,http://lankabd.com/dse/stock-market/GOLDENSON/golden-son-limited/financial-statements?companyId=52&stockId=52
Bank,20,EXIMBANK,Exim) Bank of Bangladesh,http://lankabd.com/dse/stock-market/EXIMBANK/export-import-(exim)-bank-of-bangladesh/financial-statements?companyId=20&stockId=20
Travel & Leisure,187,UNITEDAIR,BD) Limited,http://lankabd.com/dse/stock-market/UNITEDAIR/united-airways-(bd)-limited/financial-statements?companyId=187&stockId=187
Pharmaceuticals & Chemicals,612,FARCHEM,Far Chemicals Industries Limited,http://lankabd.com/dse/stock-market/FARCHEM/far-chemicals-industries-limited/financial-statements?companyId=336&stockId=612
Engineering,57,NPOLYMAR,National Polymer Industries Limited,http://lankabd.com/dse/stock-market/NPOLYMAR/national-polymer-industries-limited/financial-statements?companyId=57&stockId=57
Textile,299,ENVOYTEX,Envoy Textiles Limited,http://lankabd.com/dse/stock-market/ENVOYTEX/envoy-textiles-limited/financial-statements?companyId=305&stockId=299
Miscellaneous,126,MIRACLEIND,Miracle Industries Limited,http://lankabd.com/dse/stock-market/MIRACLEIND/miracle-industries-limited/financial-statements?companyId=126&stockId=126
Financial Institutions,70,FIRSTFIN,First Finance Limited,http://lankabd.com/dse/stock-market/FIRSTFIN/first-finance-limited/financial-statements?companyId=70&stockId=70
Mutual Funds,236,1JANATAMF,First Janata Bank Mutual Fund,http://lankabd.com/dse/stock-market/1JANATAMF/first-janata-bank-mutual-fund/financial-statements?companyId=236&stockId=236
Mutual Funds,265,PF1STMF,Phoenix Finance 1st Mutual Fund,http://lankabd.com/dse/stock-market/PF1STMF/phoenix-finance-1st-mutual-fund/financial-statements?companyId=265&stockId=265
Mutual Funds,259,ICBAMCL2ND,ICB AMCL Second Mutual Fund,http://lankabd.com/dse/stock-market/ICBAMCL2ND/icb-amcl-second-mutual-fund/financial-statements?companyId=259&stockId=259
Food & Allied,95,MEGCONMILK,Meghna Condensed Milk Industries Limited,http://lankabd.com/dse/stock-market/MEGCONMILK/meghna-condensed-milk-industries-limited/financial-statements?companyId=95&stockId=95
Bank,33,PUBALIBANK,Pubali Bank Limited,http://lankabd.com/dse/stock-market/PUBALIBANK/pubali-bank-limited/financial-statements?companyId=33&stockId=33
Insurance,190,ASIAPACINS,Asia Pacific General Insurance Company Limited,http://lankabd.com/dse/stock-market/ASIAPACINS/asia-pacific-general-insurance-company-limited/financial-statements?companyId=190&stockId=190
Insurance,196,DHAKAINS,Dhaka Insurance Limited,http://lankabd.com/dse/stock-market/DHAKAINS/dhaka-insurance-limited/financial-statements?companyId=196&stockId=196
Textile,626,CNATEX,C & A Textiles Limited,http://lankabd.com/dse/stock-market/CNATEX/c-&-a-textiles-limited/financial-statements?companyId=350&stockId=626
Cement,302,PREMIERCEM,Premier Cement Mills Limited,http://lankabd.com/dse/stock-market/PREMIERCEM/premier-cement-mills-limited/financial-statements?companyId=314&stockId=302
Food & Allied,97,NTC,National Tea Company Limited,http://lankabd.com/dse/stock-market/NTC/national-tea-company-limited/financial-statements?companyId=97&stockId=97
Bank,13,ALARABANK,Al-Arafah Islami Bank Limited,http://lankabd.com/dse/stock-market/ALARABANK/al-arafah-islami-bank-limited/financial-statements?companyId=13&stockId=13
Fuel & Power,112,TITASGAS,Titas Gas Transmission & Distribution Company Limited,http://lankabd.com/dse/stock-market/TITASGAS/titas-gas-transmission-&-distribution-company-limited/financial-statements?companyId=112&stockId=112
Tannery Industries,156,APEXTANRY,Apex Tannery Limited,http://lankabd.com/dse/stock-market/APEXTANRY/apex-tannery-limited/financial-statements?companyId=156&stockId=156
Insurance,301,SUNLIFEINS,Sunlife Insurance Company Limited,http://lankabd.com/dse/stock-market/SUNLIFEINS/sunlife-insurance-company-limited/financial-statements?companyId=315&stockId=301
Engineering,64,SINGERBD,Singer Bangladesh Limited,http://lankabd.com/dse/stock-market/SINGERBD/singer-bangladesh-limited/financial-statements?companyId=64&stockId=64
Jute,120,SONALIANSH,Sonali Aansh Industries Limited,http://lankabd.com/dse/stock-market/SONALIANSH/sonali-aansh-industries-limited/financial-statements?companyId=120&stockId=120
Food & Allied,92,FINEFOODS,Fine Foods Limited,http://lankabd.com/dse/stock-market/FINEFOODS/fine-foods-limited/financial-statements?companyId=92&stockId=92
Textile,642,DSSL,Dragon Sweater and Spinning Limited,http://lankabd.com/dse/stock-market/DSSL/dragon-sweater-and-spinning-limited/financial-statements?companyId=367&stockId=642
Fuel & Power,102,BARKAPOWER,Baraka Power Limited,http://lankabd.com/dse/stock-market/BARKAPOWER/baraka-power-limited/financial-statements?companyId=102&stockId=102
Bank,28,NBL,National Bank Limited,http://lankabd.com/dse/stock-market/NBL/national-bank-limited/financial-statements?companyId=28&stockId=28
Textile,298,ARGONDENIM,Argon Denims Limited,http://lankabd.com/dse/stock-market/ARGONDENIM/argon-denims-limited/financial-statements?companyId=304&stockId=298
Engineering,636,KDSALTD,KDS Accessories Limited,http://lankabd.com/dse/stock-market/KDSALTD/kds-accessories-limited/financial-statements?companyId=361&stockId=636
Engineering,60,QSMDRYCELL,Quasem Drycells Limited,http://lankabd.com/dse/stock-market/QSMDRYCELL/quasem-drycells-limited/financial-statements?companyId=60&stockId=60
Engineering,55,MONNOSTAF,Monno Jute Stafflers Limited,http://lankabd.com/dse/stock-market/MONNOSTAF/monno-jute-stafflers-limited/financial-statements?companyId=55&stockId=55
Textile,182,SONARGAON,Sonargaon Textiles Limited,http://lankabd.com/dse/stock-market/SONARGAON/sonargaon-textiles-limited/financial-statements?companyId=182&stockId=182
Textile,599,MHSML,Mozaffar Hossain Spinning Mills Limited,http://lankabd.com/dse/stock-market/MHSML/mozaffar-hossain-spinning-mills-limited/financial-statements?companyId=331&stockId=599
Paper & Printing,614,KPPL,Khulna Printing & Packaging Limited,http://lankabd.com/dse/stock-market/KPPL/khulna-printing-&-packaging-limited/financial-statements?companyId=339&stockId=614
Ceramics Sector,12,STANCERAM,Standard Ceramic Limited,http://lankabd.com/dse/stock-market/STANCERAM/standard-ceramic-limited/financial-statements?companyId=12&stockId=12
Engineering,44,ATLASBANG,Atlas Bangladesh Limited,http://lankabd.com/dse/stock-market/ATLASBANG/atlas-bangladesh-limited/financial-statements?companyId=44&stockId=44
Services & Real Estate,154,SAPORTL,Summit Alliance Port Limited,http://lankabd.com/dse/stock-market/SAPORTL/summit-alliance-port-limited/financial-statements?companyId=154&stockId=154
Fuel & Power,104,DESCO,Dhaka Electric Supply Company Limited,http://lankabd.com/dse/stock-market/DESCO/dhaka-electric-supply-company-limited/financial-statements?companyId=104&stockId=104
Engineering,585,BBS,Bangladesh Building System Ltd.,http://lankabd.com/dse/stock-market/BBS/bangladesh-building-system-ltd./financial-statements?companyId=327&stockId=585
Insurance,202,GREENDELT,Green Delta Insurance Company Limited,http://lankabd.com/dse/stock-market/GREENDELT/green-delta-insurance-company-limited/financial-statements?companyId=202&stockId=202
Bank,34,RUPALIBANK,Rupali Bank Limited,http://lankabd.com/dse/stock-market/RUPALIBANK/rupali-bank-limited/financial-statements?companyId=34&stockId=34
Financial Institutions,84,UNIONCAP,Union Capital Limited,http://lankabd.com/dse/stock-market/UNIONCAP/union-capital-limited/financial-statements?companyId=84&stockId=84
Bank,32,PRIMEBANK,Prime Bank Limited,http://lankabd.com/dse/stock-market/PRIMEBANK/prime-bank-limited/financial-statements?companyId=32&stockId=32
Textile,161,AL-HAJTEX,Al-Haj Textile Mills Limited,http://lankabd.com/dse/stock-market/AL-HAJTEX/al-haj-textile-mills-limited/financial-statements?companyId=161&stockId=161
Mutual Funds,653,SEMLIBBLSF,SEML IBBL Shariah Fund,http://lankabd.com/dse/stock-market/SEMLIBBLSF/seml-ibbl-shariah-fund/financial-statements?companyId=376&stockId=653
Bank,24,ISLAMIBANK,Islami Bank Limited,http://lankabd.com/dse/stock-market/ISLAMIBANK/islami-bank-limited/financial-statements?companyId=24&stockId=24
Miscellaneous,623,KBPPWBIL,Khan Brothers PP Woven Bag Industries Ltd.,http://lankabd.com/dse/stock-market/KBPPWBIL/khan-brothers-pp-woven-bag-industries-ltd./financial-statements?companyId=346&stockId=623
Bank,37,SOUTHEASTB,Southeast Bank Limited,http://lankabd.com/dse/stock-market/SOUTHEASTB/southeast-bank-limited/financial-statements?companyId=37&stockId=37
Fuel & Power,109,PADMAOIL,Padma Oil Company Limited,http://lankabd.com/dse/stock-market/PADMAOIL/padma-oil-company-limited/financial-statements?companyId=109&stockId=109
Financial Institutions,75,ISLAMICFIN,Islamic Finance & Investment Limited,http://lankabd.com/dse/stock-market/ISLAMICFIN/islamic-finance-&-investment-limited/financial-statements?companyId=75&stockId=75
Financial Institutions,287,GSPFINANCE,Bangladesh) Limited,http://lankabd.com/dse/stock-market/GSPFINANCE/gsp-finance-company-(bangladesh)-limited-/financial-statements?companyId=300&stockId=287
Engineering,53,KAY&QUE,Kay and Que Bangladesh Limited,http://lankabd.com/dse/stock-market/KAY&QUE/kay-and-que-bangladesh-limited/financial-statements?companyId=53&stockId=53
Financial Institutions,81,PREMIERLEA,Premier Leasing & Finance Limited,http://lankabd.com/dse/stock-market/PREMIERLEA/premier-leasing-&-finance-limited/financial-statements?companyId=81&stockId=81
Financial Institutions,74,IPDC,IPDC Finance Limited,http://lankabd.com/dse/stock-market/IPDC/ipdc-finance-limited/financial-statements?companyId=74&stockId=74
Financial Institutions,67,BIFC,Bangladesh Industrial Fin. Company Limited,http://lankabd.com/dse/stock-market/BIFC/bangladesh-industrial-fin.-company-limited/financial-statements?companyId=67&stockId=67
Financial Institutions,82,PRIMEFIN,Prime Finance & Investment Limited,http://lankabd.com/dse/stock-market/PRIMEFIN/prime-finance-&-investment-limited/financial-statements?companyId=82&stockId=82
Textile,173,MALEKSPIN,Malek Spinning Mills Limited,http://lankabd.com/dse/stock-market/MALEKSPIN/malek-spinning-mills-limited/financial-statements?companyId=173&stockId=173
Insurance,194,CONTININS,Continental Insurance Limited,http://lankabd.com/dse/stock-market/CONTININS/continental-insurance-limited/financial-statements?companyId=194&stockId=194
Bank,26,MERCANBANK,Mercantile Bank Limited,http://lankabd.com/dse/stock-market/MERCANBANK/mercantile-bank-limited/financial-statements?companyId=26&stockId=26
Insurance,216,PRAGATIINS,Pragati Insurance Limited,http://lankabd.com/dse/stock-market/PRAGATIINS/pragati-insurance-limited/financial-statements?companyId=216&stockId=216
Pharmaceuticals & Chemicals,140,IMAMBUTTON,Imam Button Industries Limited,http://lankabd.com/dse/stock-market/IMAMBUTTON/imam-button-industries-limited/financial-statements?companyId=140&stockId=140
Textile,164,APEXSPINN,Apex Spinning & Knitting Mills Limited,http://lankabd.com/dse/stock-market/APEXSPINN/apex-spinning-&-knitting-mills-limited/financial-statements?companyId=164&stockId=164
Insurance,220,PROGRESLIF,Progressive Life Insurance Co. Limited,http://lankabd.com/dse/stock-market/PROGRESLIF/progressive-life-insurance-co.-limited/financial-statements?companyId=220&stockId=220
Miscellaneous,123,BEXIMCO,BEXIMCO Limited,http://lankabd.com/dse/stock-market/BEXIMCO/beximco-limited/financial-statements?companyId=123&stockId=123
Insurance,288,PADMALIFE,Padma Islami Life Insurance Limited,http://lankabd.com/dse/stock-market/PADMALIFE/padma-islami-life-insurance-limited-/financial-statements?companyId=301&stockId=288
Tannery Industries,648,FORTUNE,Fortune Shoes Limited,http://lankabd.com/dse/stock-market/FORTUNE/fortune-shoes-limited/financial-statements?companyId=372&stockId=648
Mutual Funds,251,EBLNRBMF,EBL NRB Mutual Fund,http://lankabd.com/dse/stock-market/EBLNRBMF/ebl-nrb-mutual-fund/financial-statements?companyId=251&stockId=251
Travel & Leisure,610,PENINSULA,The Peninsula Chittagong Limited,http://lankabd.com/dse/stock-market/PENINSULA/the-peninsula-chittagong-limited/financial-statements?companyId=338&stockId=610
Mutual Funds,239,1STPRIMFMF,Prime Finance First Mutual Fund,http://lankabd.com/dse/stock-market/1STPRIMFMF/prime-finance-first-mutual-fund/financial-statements?companyId=239&stockId=239
Engineering,46,BDAUTOCA,Bangladesh Autocars Limited,http://lankabd.com/dse/stock-market/BDAUTOCA/bangladesh-autocars-limited/financial-statements?companyId=46&stockId=46
Insurance,207,MERCINS,Mercantile Insurance Company Ltd.,http://lankabd.com/dse/stock-market/MERCINS/mercantile-insurance-company-ltd./financial-statements?companyId=207&stockId=207
Textile,650,SHEPHERD,Shepherd Industries Limited,http://lankabd.com/dse/stock-market/SHEPHERD/shepherd-industries-limited/financial-statements?companyId=377&stockId=650
Food & Allied,93,FUWANGFOOD,Fu Wang Foods Limited,http://lankabd.com/dse/stock-market/FUWANGFOOD/fu-wang-foods-limited/financial-statements?companyId=93&stockId=93
Insurance,192,CENTRALINS,Central Insurance Company Ltd.,http://lankabd.com/dse/stock-market/CENTRALINS/central-insurance-company-ltd./financial-statements?companyId=192&stockId=192
IT Sector,115,DAFODILCOM,Daffodil Computers Limited,http://lankabd.com/dse/stock-market/DAFODILCOM/daffodil-computers-limited/financial-statements?companyId=115&stockId=115
Engineering,561,BENGALWTL,Bengal Windsor Thermoplastics Limited,http://lankabd.com/dse/stock-market/BENGALWTL/bengal-windsor-thermoplastics-limited/financial-statements?companyId=319&stockId=561
Financial Institutions,83,UNITEDFIN,United Finance Limited,http://lankabd.com/dse/stock-market/UNITEDFIN/united-finance-limited/financial-statements?companyId=83&stockId=83
Textile,628,SHASHADNIM,Shasha Denims Limited,http://lankabd.com/dse/stock-market/SHASHADNIM/shasha-denims-limited/financial-statements?companyId=352&stockId=628
Bank,29,NCCBANK,NCC Bank Limited,http://lankabd.com/dse/stock-market/NCCBANK/ncc-bank-limited/financial-statements?companyId=29&stockId=29
